GSM31482.tbw_LEVEL	GSM31415.tbw_LEVEL	GSM31389.tbw_LEVEL	GSM31475.tbw_LEVEL	GSM31318.tbw_LEVEL	GSM31492.tbw_LEVEL	GSM31558.tbw_LEVEL	GSM4422.tbw_LEVEL	GSM31595.tbw_LEVEL	GSM1333.tbw_LEVEL	GSM31603.tbw_LEVEL	GSM31311.tbw_LEVEL	GSM31604.tbw_LEVEL	GSM31397.tbw_LEVEL	GSM31316.tbw_LEVEL	GSM31434.tbw_LEVEL	GSM31278.tbw_LEVEL	GSM31497.tbw_LEVEL	GSM31513.tbw_LEVEL	GSM31401.tbw_LEVEL	GSM1337.tbw_LEVEL	GSM31390.tbw_LEVEL	GSM31289.tbw_LEVEL	GSM31270.tbw_LEVEL	GSM31299.tbw_LEVEL	GSM31413.tbw_LEVEL	GSM31483.tbw_LEVEL	GSM1324.tbw_LEVEL	GSM31268.tbw_LEVEL	GSM31258.tbw_LEVEL	GSM31509.tbw_LEVEL	GSM31334.tbw_LEVEL	GSM7578.tbw_LEVEL	GSM31281.tbw_LEVEL	GSM31454.tbw_LEVEL	GSM31488.tbw_LEVEL	GSM31196.tbw_LEVEL	GSM31273.tbw_LEVEL	GSM7572.tbw_LEVEL	GSM31423.tbw_LEVEL	GSM7584.tbw_LEVEL	GSM31568.tbw_LEVEL	GSM31264.tbw_LEVEL	GSM31538.tbw_LEVEL	GSM31263.tbw_LEVEL	GSM7566.tbw_LEVEL	GSM31341.tbw_LEVEL	GSM31274.tbw_LEVEL	GSM31666.tbw_LEVEL	GSM29449.tbw_LEVEL	GSM1335.tbw_LEVEL	GSM7575.tbw_LEVEL	GSM31197.tbw_LEVEL	GSM7599.tbw_LEVEL	GSM31330.tbw_LEVEL	GSM7587.tbw_LEVEL	GSM31533.tbw_LEVEL	GSM31599.tbw_LEVEL	GSM31449.tbw_LEVEL	GSM31447.tbw_LEVEL	GSM31254.tbw_LEVEL	GSM31522.tbw_LEVEL	GSM31432.tbw_LEVEL	GSM31493.tbw_LEVEL	GSM31525.tbw_LEVEL	GSM31572.tbw_LEVEL	GSM31464.tbw_LEVEL	GSM4420.tbw_LEVEL	GSM31597.tbw_LEVEL	GSM31539.tbw_LEVEL	GSM1136.tbw_LEVEL	GSM31333.tbw_LEVEL	GSM31342.tbw_LEVEL	GSM31611.tbw_LEVEL	GSM31287.tbw_LEVEL	GSM31229.tbw_LEVEL	GSM31446.tbw_LEVEL	GSM31324.tbw_LEVEL	GSM31457.tbw_LEVEL	GSM31610.tbw_LEVEL	GSM4418.tbw_LEVEL	GSM31450.tbw_LEVEL	GSM31321.tbw_LEVEL	GSM31303.tbw_LEVEL	GSM31335.tbw_LEVEL	GSM31380.tbw_LEVEL	GSM31230.tbw_LEVEL	GSM31350.tbw_LEVEL	GSM31574.tbw_LEVEL	GSM31365.tbw_LEVEL	GSM31226.tbw_LEVEL	GSM31498.tbw_LEVEL	GSM31536.tbw_LEVEL	GSM31524.tbw_LEVEL	GSM31431.tbw_LEVEL	GSM31584.tbw_LEVEL	GSM1330.tbw_LEVEL	GSM31406.tbw_LEVEL	GSM31542.tbw_LEVEL	GSM31424.tbw_LEVEL	GSM31280.tbw_LEVEL	GSM7593.tbw_LEVEL	GSM31269.tbw_LEVEL	GSM31360.tbw_LEVEL	GSM31310.tbw_LEVEL	GSM31550.tbw_LEVEL	GSM31466.tbw_LEVEL	GSM31225.tbw_LEVEL	GSM1336.tbw_LEVEL	GSM31500.tbw_LEVEL	GSM31373.tbw_LEVEL	GSM31665.tbw_LEVEL	GSM31283.tbw_LEVEL	GSM31451.tbw_LEVEL	GSM7590.tbw_LEVEL	GSM31353.tbw_LEVEL	GSM31598.tbw_LEVEL	GSM31582.tbw_LEVEL	GSM31459.tbw_LEVEL	GSM1327.tbw_LEVEL	GSM31319.tbw_LEVEL	GSM31340.tbw_LEVEL	GSM31411.tbw_LEVEL	GSM31405.tbw_LEVEL	GSM31364.tbw_LEVEL	GSM31414.tbw_LEVEL	GSM1332.tbw_LEVEL	GSM31478.tbw_LEVEL	GSM1326.tbw_LEVEL	GSM31306.tbw_LEVEL	GSM4477.tbw_LEVEL	GSM31381.tbw_LEVEL	GSM31410.tbw_LEVEL	GSM31396.tbw_LEVEL	GSM31391.tbw_LEVEL	GSM7596.tbw_LEVEL	GSM1338.tbw_LEVEL	GSM31458.tbw_LEVEL	GSM31320.tbw_LEVEL	GSM31541.tbw_LEVEL	GSM31491.tbw_LEVEL	GSM1334.tbw_LEVEL	GSM31515.tbw_LEVEL	GSM31300.tbw_LEVEL	GSM31469.tbw_LEVEL	GSM1323.tbw_LEVEL	GSM31317.tbw_LEVEL	GSM31439.tbw_LEVEL	GSM31359.tbw_LEVEL	GSM31473.tbw_LEVEL	GSM1329.tbw_LEVEL	GSM31288.tbw_LEVEL	GSM31507.tbw_LEVEL	GSM31286.tbw_LEVEL	GSM7581.tbw_LEVEL	GSM31337.tbw_LEVEL	GSM31385.tbw_LEVEL	GSM31453.tbw_LEVEL	GSM31443.tbw_LEVEL	GSM31345.tbw_LEVEL	GSM31448.tbw_LEVEL	GSM31551.tbw_LEVEL	GSM4419.tbw_LEVEL	GSM31338.tbw_LEVEL	GSM31332.tbw_LEVEL	GSM31400.tbw_LEVEL	GSM31339.tbw_LEVEL	GSM31455.tbw_LEVEL	GSM4421.tbw_LEVEL	GSM31383.tbw_LEVEL	GSM31315.tbw_LEVEL	GSM31425.tbw_LEVEL	GSM31580.tbw_LEVEL	GSM7569.tbw_LEVEL	GSM31354.tbw_LEVEL	GSM31442.tbw_LEVEL	GSM31329.tbw_LEVEL	GSM31412.tbw_LEVEL	GSM31452.tbw_LEVEL	GSM31328.tbw_LEVEL	GSM31253.tbw_LEVEL	GSM31430.tbw_LEVEL	GSM31433.tbw_LEVEL	GSM1328.tbw_LEVEL	GSM31557.tbw_LEVEL	GSM31267.tbw_LEVEL	GSM31194.tbw_LEVEL	GSM31343.tbw_LEVEL	GSM31561.tbw_LEVEL	GSM31250.tbw_LEVEL	GSM31395.tbw_LEVEL	GSM31205.tbw_LEVEL	GSM31521.tbw_LEVEL	GSM31616.tbw_LEVEL	GSM31577.tbw_LEVEL	GSM1137.tbw_LEVEL
ENSG00000006128	122.5208	3438.6815	61.1752	126.54805	2825.232	563.5095	205.2586	1188.239	406.3905	1401.8805	63.18805	3097.7575	63.4367	2810.8	3263.185	994.661	4575.815	76.75685	374.25865	1462.11	706.756	274.6103	2403.7985	1272.9905	2265.855	3549.9175	382.9475	2739.679	81.3982	2496.156	95.9882	3607.6895	1046.762	2196.845	2968.1955	110.7169	2473.3325	3356.128	1923.845	3093.027	6023.595	326.35805	1238.91215	287.1845	4710.085	2379.254	2895.792	2741.404	1023.6705	301.8915	3693.6	3137.52	1291.1505	1908.399	5244.01	2740.01	938.3285	201.96745	2534.478	3289.7265	502.9355	279.09545	3410.0535	421.2455	101.05205	401.9385	457.548	2060.876	682.75	435.6915	2012.6325	2673.7905	541.1439	69.3076	2362.5975	8600.735	1395.6255	3412.323	205.56505	50.9376	1825.182	2521.659	2485.5695	3068.7035	3735.4575	432.5085	900.7525	150.90775	510.625	63.25215	2199.336	254.15415	1221.234	137.0077	5959.155	436.569	2176.6255	2899.0805	246.871	2612.904	1599.9455	1781.061	4250.6795	748.2305	3016.425	404.8811	212.7584	2949.025	1348.7625	693.2475	159.68735	412.931	2318.282	3143.285	3016.0915	663.8005	168.05115	239.98	114.29625	1227.698	3907.6	2718.4115	3867.1445	3109.294	101.67375	2075.5755	3177.289	734.5895	2616.04	2682.442	1565.2375	469.3075	4105.093	4744.93	681.033	917.5655	565.433	326.08365	3508.98	339.706	536.9105	584.2645	340.0414	990.4225	509.235	811.909	3066.809	2742.527	350.3835	488.2015	1061.858	3187.237	453.4815	2708.725	3549.073	3733.49	696.7505	491.8035	3061.045	406.30305	3902.855	258.6698	2461.6265	3487.969	4293.807	3208.535	669.493	2661.956	1621.6235	398.0859	3977.781	3672.0085	750.8245	3629.25	830.4405	3161.9785	2099.145	2984.326	3854.14	2606.313	3669.473	5927.245	4178.745	2032.2865	211.76195	81.6196	258.03485	306.8207	170.2067	1996.1055	242.19475	10798.45	317.6112	120.8017	306.8545	6292.66
ENSG00000006210	250.185	3676.115	113.7882	206.458	6073.7	932.9905	326.754	1467.5135	939.2435	2042.95	176.46	4269.34	262.9735	4112.395	5482.87	4666.89	6307.86	186.804	463.678	3126.05	1097.5905	398.4035	3057.56	1649.68	4191.5945	5326.52	820.012	4283.94	146.935	2528.479	144.9	4959.595	2629.63	3943.955	5495.585	212.066	6512.922	5190.41	1264.585	4075.215	7666.585	463.109	604.5935	1171.404	6715.925	1183.505	6599.22	5480.43	405.9945	401.435	4626.78	1437.81	2592.625	4436.27	9228.015	3763.51	615.3115	634.902	4304.31	5204.6	1305.225	425.591	3749.945	1009.327	94.5134	698.119	606.6445	5382.62	1337.243	1583.333	1705.87	4197.38	842.6125	222.5165	4211.17	3484.865	3112.61	3572.48	315.4725	171.266	2304.355	4436.08	3388.59	5784.56	4980.215	596.7945	1383.628	503.114	594.582	189.265	6009.26	216.8855	351.4075	369.684	9118.26	1106.1125	4440.625	3960.055	604.8245	5192.755	3399.295	2508.72	6232.185	951.3585	4303.985	327.6445	238.717	4131.095	2008.4	1068.3515	194.361	169.063	3665.34	3479.18	3981.73	811.773	683.723	477.6105	289.3255	2754.12	4990.62	4599.92	5207.365	5112.63	190.595	3985.005	2480.1	706.4995	4010.965	5460.605	1071.52	793.439	5544.485	6823.855	1016.857	2805.18	696.6595	662.7615	6084.65	1001.008	720.539	1298.1845	346.8795	3683.145	503.4	2303.545	4733.71	4570.325	459.5645	577.347	1732.675	4952.63	951.516	4276.84	5937.875	7600.37	1232.965	336.055	4642.375	752.054	5939.4	262.863	4202.755	6103.105	6483.64	4623.36	782.709	4537.735	2165.705	835.5345	5980.385	5430.63	545.709	1611.115	901.0205	5356.225	5146.13	5808.13	5629.195	3743.685	6147.2505	8436.455	5549.56	4012.425	226.374	113.2319	405.9765	569.4795	223.733	2642.23	206.3135	3726.1	391.381	562.682	477.085	4362.465
ENSG00000006451	95.5222	2095.85	53.5586	96.3337	2176.33	328.183	149.496	652.92	454.073	980.478	84.706	2034.75	61.7792	2233.33	2377.05	1600	3131.8	83.7914	326.45	1020.29	667.333	255.666	1636.46	939.265	1434.68	1889.35	303.224	2059.23	145.564	1062.33	108.523	1978.42	1105.5	1752.02	1910.85	92.447	1853.26	2125.92	1666.53	1616.64	2795.26	163.336	379.393	571.883	2473.3	2873.18	1922.24	1394.07	473.036	341.563	1953.64	1878.95	961.295	3038.79	3526.3	2204.7	657.952	236.972	1927.6	2521.09	661.265	242.216	1686.81	334.438	72.4635	259.382	322.151	2703.38	599.085	437.577	1683.91	1527.67	413.292	96.9187	2005.27	2245.62	1200.47	1693.15	139.117	63.8868	1111.44	1918.09	1253.87	2077.41	2038.51	242.68	770.306	147.68	408.318	100.159	3309.01	170.371	562.972	177.197	2908.17	584.681	2620.56	1353.03	271.837	1733.05	1247.57	1371.61	2431.08	331.553	1811.91	335.684	153.55	2311.15	1502.42	439.875	86.6843	200.08	1686.76	1766.84	2558.07	329.51	235.049	375.289	95.1082	2333.5	1886.64	1515.72	1520.85	2191.08	57.6195	1945.57	1228.47	419.059	3191.92	2503.35	1017.96	253.773	2084.99	2794.69	478.323	2196.71	404.573	212.677	1960.18	449.608	273.349	751.386	239.882	1613.74	242.282	1784.96	1749.66	2050.47	200.533	335.273	1219.36	1678.11	264.956	1348.6	2196.32	3011.98	333.97	330.476	1837.59	252.698	2564.39	316.43	2467.79	2356.07	2984.9	1709.67	399.814	1371.2	1082.34	250.232	2788.54	2436.17	503.401	2165.39	511.829	2166.12	2064.8	2650.48	2194.31	1966.21	1596.48	3200.03	1722.16	1774.3	289.709	111.16	348.09	220.321	275.756	1559.41	124.937	6492.94	212.578	224.398	452.501	4335.08
ENSG00000006831	80.96655	1856.0725	60.849	91.66055	2458.98	566.8265	170.7405	856.401	490.524	978.221	69.79925	2304.515	85.99575	2102.175	2569.79	2224.8765	2661.41	116.6335	339.5565	1314.8905	699.4495	314.82	1963.2685	1203.901	2847.069	3106.137	511.99	2363.32	69.96285	1650.3625	69.36115	3514.03	1861.41	1991.8315	2662.04	70.45175	3407.6145	2077.9605	1444.2905	1959.21	4463.655	204.2445	507.393	577.5745	2638.75	1681.89	2873.265	2139.7135	492.777	370.757	2067.338	1377.24	1359.9375	2687.695	4441.365	2623	542.816	225.8162	1824.8705	2797.9945	565.5075	251.915	2038.487	364.809	44.2783	364.7505	519	2611.72	719.9505	505.2105	1168.6125	2211.4955	535.324	76.10615	2284.5815	2530.8	1433.1575	2156.69	134.42165	54.9607	1193.5895	2397.616	1485.0675	2403.54	2318.69	415.553	829.199	170.37775	370.2905	71.2255	2605.665	164.964	434.101	144.92665	3307.395	679.1865	2170.395	1975.9755	299.352	2330.278	1532.3505	1443.7795	2201.314	348.2925	2284.035	235.749	172.451	2049.2435	764.276	541.461	111.62195	184.3585	1815.125	2261.275	2958.755	335.199	204.0558	387.3705	105.43895	1605.615	2609.936	2235.215	1637.7525	2665.53	59.11825	1798.182	1589.849	347.766	3765.39	2085.298	922.8005	479.8425	2252.487	2800.035	455.011	2032.12	453.1475	259.7191	2937.0605	515.1905	496.664	915.0195	237.3025	1735.449	237.386	1550.595	2158.562	2053.8475	194.77	264.701	821.496	1718.7115	518.082	1203.186	3153.698	4406.75	802.7915	334.717	2783.4055	277.28615	3502.835	200.1155	2302.825	3372.42	3117.885	2124.115	526.1075	2436.255	1555.2325	436.856	2858.31	2437.035	443.5875	1362.02	372.4095	2648.75	2489.55	3889.614	2523.265	1919.837	3199.506	3442.37	2369.003	1640.5645	171.3495	77.63905	268.3075	227.708	209.1065	1557.7995	142.4565	3877.98	260.8705	182.17385	363.5785	2833.87
ENSG00000007080	258.499	4621.32	78.0057	348.207	3680.44	536.687	189.869	1130.44	470.16	1305.98	297.298	3854.48	330.92	3234.61	2662.89	3268.63	5179.53	199.069	471.283	1810.65	896.07	260.271	3189.31	1241.58	5162.08	5064.3	399.275	2535.29	232.248	2369.28	165.243	5207.79	1317.2	2549.58	3389.01	344.392	4859.51	3353.12	2368.77	2605.83	4949.36	194.425	181.825	744.43	2946.13	1991.82	2196.93	1876.6	808.835	255.731	2154.22	1199.17	1695.1	1635.75	4257.07	2685.57	645.528	378.407	3263.11	3815.5	837.354	369.047	3110.74	426.731	104.16	319.802	525.161	3074.71	674.796	628.867	1299.59	4156.19	343.02	277.981	4216.86	3835.2	1930.6	2740.04	218.173	273.079	2024.05	3599.85	2620.89	3445.74	3286.16	303.829	1313.62	254.977	316.318	261.041	3613.46	168.801	711.228	381.057	6421.96	673.917	2749.81	3503.77	303.644	3583.57	2757.88	1843.34	3460.61	373.028	2994.17	520.098	155.018	2169.79	2287.1	585.452	288.337	209.96	3211.55	3199.77	2698.63	479.302	394.845	412.376	150.411	1817.96	4481.75	2231.7	3125.69	4393.63	223.337	3621.9	1689.5	715.185	2035.22	2904.67	1075.89	352.17	4682.44	5848.34	612.056	1454.25	617.253	552.004	4249.33	706.012	311.091	733.835	501.883	1814.75	293.374	1628.41	3092.36	3844.1	317.91	429.377	1877.71	4120.51	430.03	2489.35	3446.71	4877.58	553.736	241.783	3471.03	602.633	4238.27	534.649	2865.9	3400.78	5310.71	3213.71	447.041	2768.73	1706.99	361.826	6387.34	3519.72	548.538	1793.63	537.996	3286.02	3653.06	4533.91	3462.13	3928.64	5682.7	6077.87	3915.08	2354.36	416.948	221.744	307.185	492.475	566.507	2284.1	176.077	3122.91	432.717	332.973	456.893	2696.73
ENSG00000007168	314.7545	5252.915	109.8606	338.52	5422.17	963.289	316.554	2407.581	718.9425	3734.0365	238.2585	7359.605	180.915	7450.98	4292.74	4053.305	9899.425	148.0709	544.324	2136.6	1413.853	449.8495	6354.87	2831.7725	6470.535	6278.055	551.013	6617.66	282.621	5972.945	237.61375	6731.355	2246.25	3515.78	4536.14	340.0526	6134.415	6867.46	2517.03	4761.99	8777.38	407.7275	655.685	1039.6935	9590.835	4559.46	5090.84	4425.49	1184.488	501.2	7169.865	2833.175	4118.9	5355.21	9852.065	5291.88	1376.5525	645.4055	5530.95	10695.18	1481.0305	351.7725	5303.195	811.0355	179.82475	512.7275	833.2305	5584.155	1106.574	995.594	2546.85	6373.215	708.767	205.2047	5503.285	8353.76	2457.67	4656.805	389.404	195.76645	3625.68	5336.065	3530.315	6262.43	8896.43	588.9915	2528.6785	470.995	701.5445	389.821	6171.085	319.4595	1335.6965	279.374	10675.125	1195.732	5249.4	4869.2	429.493	4745.295	3125.535	3287.915	10121.08	1038.143	5679.085	528.635	261.342	6785.52	3104.19	1347.7745	371.2435	356.278	5423.485	4057.81	5444.38	946.51	488.39	876.7665	189.1015	3588.21	5909.2	4087.36	4566.155	5747.455	326.1121	6278.765	3479.6	985.0505	5729.325	5300.58	2286.49	946.69	7195.995	9255.395	1297.1245	3886.225	1636.1805	647.586	4833.63	901.351	696.4415	1295.3295	436.0585	2679.96	527.2465	2855.13	5121.75	5005.02	607.98	823.3415	2297.08	5871.1	746.936	4416.295	6476.94	7103.91	1007.7955	673.4245	4816.905	710.5085	9156.41	382.9125	5097.34	6348.535	7637.065	4103.3	932.103	3974.535	4357.935	751.522	8506.355	6971.655	1365.469	3619.92	1167.7165	6131.32	5893.11	6343.615	5850.52	5559.985	8487.28	9855.91	4905.225	5500.54	290.1375	335.9942	574.835	770.974	355.5085	3778.56	164.89025	8110.54	391.995	514.754	814.55	7970.185
ENSG00000008018	532.006	8952.75	173.806	604.931	7037.95	1270.14	371.779	1880.95	1565.49	3016.14	413.94	9574.9	462.753	7352.28	6185.76	6684.36	13207.7	147.349	1305.27	3653.94	2471.99	544.266	7162.58	2349.73	11963.4	8698.17	774.746	6505.87	493.807	7863.61	328.978	9682.41	2148.38	6299.47	6991.76	500.725	12624	5501.36	3930.9	5963.2	13004.7	432.549	798.573	1512.18	10619	5758.46	7361.46	5162.79	2007	904.8	5935.53	2185.79	5452.44	5340.09	10448.1	4074.06	1787.39	1031.15	8643.83	9623.55	833.428	822.937	7426.55	933.224	280.428	876.405	1227.41	6324.3	2410.43	1703.87	3718.33	5814.43	1265.28	410.612	7329.63	10670.7	3022.04	6013.84	590.599	410.784	3270.54	7266.09	5577.5	8816.62	7138.26	826.416	1995.25	709.901	801.279	413.044	10377.5	276.001	1949.52	765.945	11724.7	2354.25	5016.47	7598.1	1004.27	7585.82	4066.72	4083.28	11132.6	1285.82	6869.45	1077.25	257.988	10325.4	3811.24	1392.08	578.302	477.721	6269.57	6881.41	7494.93	1291.41	1018.79	1295.23	335.05	5038.28	9579.43	5672.59	7076.01	8771.16	386.187	6610.39	3651.58	1339.42	7770.96	7947.43	3154	1134.79	10098.1	13178.3	1626.39	5188.04	1301.37	1095.45	9764.74	1848.74	1012.67	1523.73	1026.19	4126.25	786.099	3086.97	7250.35	7547.69	686.317	1021.59	3731.97	7098.88	1021.8	5890.27	7513.79	9437.15	1514.81	1032.59	7458.19	1160.81	9545.74	1017.82	5241.21	7830.06	10158.7	5096.98	1384.76	7377.42	3401.12	872.461	13062.9	8640.92	1722.36	4125.77	1489.24	6774.2	6400.34	10442.2	8700.62	7370.05	13756.1	14119.2	7350.36	6005.91	697.134	402.43	877.832	1092.9	1019.42	5654.29	239.117	8229.43	878.736	757.393	977.317	9408.28
ENSG00000008056	151.594	3743.08	89.4408	151.754	2419.7	837.711	238.44	1010	387.678	1449.01	78.2131	2816.5	57.212	4706.9	5115.33	1122.03	3889.97	214.351	256.642	1224.86	378.297	390.025	3227.94	1127.29	737.909	3800.44	615.625	2583.75	172.437	978.477	125.948	3148.26	1788.19	2206.82	2757.11	139.534	921.979	4501.64	1260.7	1985.76	1938.09	232.544	264.588	475.078	4357.46	1483.91	4635.22	2344.46	415.979	361.86	3458.14	1975.58	865.879	1640.93	6530.06	2444.29	851.653	201.154	2812.07	4589.18	1531.91	340.916	2823.89	851.019	51.064	327.602	346.833	2810.06	441.976	365.339	2176.33	4019.53	510.051	89.8833	3352.41	2773.19	1986.86	3739.74	170.637	35.6268	1982.77	3694.19	3158.7	2572.33	3779.41	530.426	997.112	341.497	492.133	200.175	1864.66	210.225	559.935	240.516	4761.9	425.17	3826.9	1859.5	242.223	1822.38	1913.36	1150.84	4089.22	662.483	2757.61	197.194	192.601	1266.17	2102.73	697.309	163.019	125.744	3218.51	2430.91	1997.43	654.259	178.794	281.104	174.228	2493.58	4446.91	2072.7	2608.25	2864.94	172.285	2570.38	1904.13	678.663	3526.82	5825.37	1047.23	623.061	5018.97	4193.64	830.757	1272.68	827.742	365.805	3732.98	419.225	319.514	808.406	182.583	3897.17	317.286	2314.35	3600.34	3447.64	327.844	631.051	1813.41	3393.22	510.649	2544.77	3591.8	7287.02	855.746	269.605	2203.36	416.673	4842.39	132.815	3485.13	3783.9	5446.56	4067.1	452.926	1431.42	1647.85	604.878	3413.11	2910.51	404.157	1682.14	691.795	3539.45	3051.24	3237.67	3617.46	4525.28	751.144	3552.84	3198.41	1790.94	184.829	169.579	294.43	474.708	100.386	1783.58	215.918	3174.95	283.268	190.575	388.227	2978.63
ENSG00000008394	790.075	6800.98	282.408	727.664	4334.41	1029.1	236.586	1808.71	2761.11	2951.46	777.5	7761.78	1023.41	8003.84	6585.16	3989.17	7338.81	294.515	703.001	2440.8	2138.73	1070.7	4474.26	2389.23	10711.7	6740.04	868.465	8040.54	325.861	5571.92	350.619	4290.08	3076.59	3966.78	9312.66	740.411	14546.1	5285.47	2187.05	11560.5	7452.52	389.531	715.802	5027.75	14847.4	2885.28	10229.7	5240.84	1087.14	583.007	7827.41	2269.64	10622.2	12578.4	7400.95	5779.76	1160.52	2110.12	5785.21	6992.36	1746.55	479.475	6465.54	2300.44	402.179	594.561	581.795	6533.12	4873.09	4468.89	3358.65	3744.4	882.229	864.332	5124.45	19183.2	3278.28	3165.98	664.148	605.836	2689.45	5428.64	2580.28	9539.87	9983.26	527.591	2314.06	917.177	2319.09	567.469	21519.2	676.84	1144.31	1181.38	7426.72	4748.27	5307.96	5080.89	2137.79	8575.52	3808.69	10162.6	15067.2	903.807	8221.91	831.968	224.367	19257.4	2387.28	2329.46	646.615	298.833	4246.62	7293.31	15749.6	930.249	2064.43	2613	427.046	6128.95	7535.64	8584.15	6941.59	6467.17	650.257	6397.84	4957.18	1029.93	10871.4	5825.66	2291.57	754.529	8348.3	9781.12	2531.5	11243.1	1125.76	1310.84	5154.9	5722.34	920.302	1022.8	372.56	6674.96	684.395	3436.71	4393.87	5634.39	564.767	950.046	5216.78	5327.32	940.793	6209.11	6568.03	5976.05	961.007	625.994	3618.93	1393.09	6846.17	684.527	4061.69	9269.93	3754.07	6671.97	912.622	8951.5	2771.19	714.048	10981.1	11549.8	2803.17	2119	998.09	5065.41	4805.48	5695.85	7669.98	4262.42	6750.44	18517.5	5311.25	12442.8	599.756	247.785	1481.4	1388.03	817.208	3888.91	316.136	6382.55	378.067	2063.26	1763.08	8145.46
ENSG00000008441	161.031	3780.43	108.044	164.126	2481.49	349.887	340.123	1874.71	615.338	927.702	114.142	3479.94	124.769	3756.79	1856.45	1843.77	4902.57	421.993	595.159	2194.62	638.192	326.034	1595.34	1299.54	2792.49	1891.74	638.847	2159.19	328.006	1307.66	208.394	1696.94	1533.53	1806.08	1637.01	161.294	1323.87	2726.18	1361.61	3951.04	3264.92	353.063	553.87	509.41	3892.11	1804.52	2618.15	1574.71	435.998	480.874	2340.4	1929.77	1021.22	2945.97	3338.62	2809.97	625.874	502.665	1875.97	1878.9	1066.9	441.793	2714.83	600.782	103.536	405.313	310.785	4885.55	619.425	540.963	2072.42	2234.08	391.094	138.652	3493.61	2486.88	1997.16	1856.73	287.866	103.393	2147.6	2433.18	2109.73	4105.86	3102.11	433.093	1537.53	267.277	658.005	207.602	3220.35	450.714	349.689	651.327	2274.69	591.379	5387.27	1959.22	292.871	3627.37	2089.21	2391.95	2709.76	410.652	4221.68	640.197	323.418	2978.9	1808.99	573.2	123.583	358.378	3448.95	5331.27	2548.14	338.454	220.125	375.838	146.558	3013.03	1618.02	2035.85	2608.69	3343.7	147.074	2302.01	1777.15	499.223	4545.3	3224.11	2176.71	363.311	2714.53	3665.68	716.948	1564.14	825.6	340.015	3056.01	641.538	290.859	1452.3	359.508	1100.53	266.576	3933.17	1547.68	2974.91	288.21	456.183	2672.68	2589.7	457.235	2286.88	1809.44	2414.32	288.44	204.519	3001.68	298.664	2175.8	542.177	5205.83	2801.51	3207.87	2632.53	283.309	2331.45	1161.79	367.563	3519.5	5139.28	301.202	1610.27	466.067	2238.09	1775.71	3115.04	3449.11	4139.68	1823.12	3880.41	4051.74	1821.16	529.115	302.47	177.212	366.872	477.566	1360.85	679.587	4332.03	535.676	276.722	370.622	2886.13
ENSG00000008735	417.368	6589.92	210.986	557.693	11306.4	1449.3	426.522	2065.79	867.687	3190.46	120.16	12413.2	140.125	11136.9	8482.37	6545.22	16713.4	174.507	615.673	3855.96	2278.63	794.152	9297.12	2443.92	4702.71	12097.9	768.039	5871.09	503.738	7464.81	372.284	16279.6	1850.18	8095.08	6579.13	459.961	8264.71	7568.98	4102.26	5707.4	8596.39	353.575	533.819	977.383	8704.18	3148.39	8480.53	5719.36	1002.98	950.786	5689.86	3315.66	2775.5	2580.96	11613	3252.4	1152.83	438.076	8447.07	8818.37	1349.79	657.702	6110.04	1030.47	83.7777	796.298	1805.05	3905.09	903.783	567.193	3512.53	9574.64	1432.65	275.587	7004.88	7095.62	3531.36	8431.13	493.359	130.186	3990.33	5009.44	6480.18	9835.57	7921.64	1098.93	2462.64	670.058	523.136	526.634	4486.09	641.578	784.513	499.188	12465.6	971.029	4073.4	7927.81	509.329	9018.08	5051.4	2760.44	11050.2	1131.7	8954.35	359.928	596.544	5533.82	3917.2	1195.34	581.356	429.488	11840.2	8523.87	3923.71	1110.89	387.159	509.107	378.966	3381.65	11164.1	6016.41	7137.72	8711.44	406.909	9415.04	3191.8	1017.21	5762.39	9632.45	1635.19	1638.09	10832.3	16961.7	1571.42	2160.7	1816.54	1006.23	10590	443.607	813.417	2017.68	1070.77	6198.59	459.146	2238.29	7417.86	7457.74	672.219	920.867	2852.87	8060.09	977.733	6456.68	5953.16	11675.4	1964.3	649.903	8186.45	1318.47	10958	275.284	4348.44	6263.16	11152.8	4771.59	1568.89	4696.36	2837.82	1309.46	11590.5	7335.32	685.824	2526.9	1141.09	7862.36	9671.31	9106.08	7514.28	9269.63	15639.5	14281.3	7858.35	4594.98	320.569	408.367	435.933	940.131	231.421	6899.84	272.867	10501.4	772.066	361.157	519.645	3778.61
