condition	level	type	time	species	strain	tissue	gene.name	accession	db	pmid	direction	technique	technique.subtype	ensembl
spinal cord injury	L1	ischemia	1d	10116	Sprague-Dawley	spinal cord;vasculature	"Serine (or cysteine) peptidase inhibitor, clade E, member 1"	NM_012620	RefSeq_NT	19663807	upregulated	gene expression	microarray	ENSG00000106366
spinal cord injury	L1	ischemia	6hr	10116	Sprague-Dawley	spinal cord;vasculature	MAD homolog 4 (Drosophila)	NM_019275	RefSeq_NT	19663807	downregulated	gene expression	microarray	ENSG00000141646
spinal cord injury	L1	ischemia	1d	10116	Sprague-Dawley	spinal cord;vasculature	MAD homolog 5 (Drosophila)	NM_021692	RefSeq_NT	19663807	downregulated	gene expression	microarray	ENSG00000113658
spinal cord injury	L1	ischemia	1d	10116	Sprague-Dawley	spinal cord;vasculature	"TSC22 domain family, member 1"	P62501	UniProt	19663807	downregulated	gene expression	microarray	ENSG00000102804
spinal cord injury	L1	ischemia	1d	10116	Sprague-Dawley	spinal cord;vasculature	"Transofrming growth factor, beta 2"	NM_031131	RefSeq_NT	19663807	downregulated	gene expression	microarray	ENSG00000092969
spinal cord injury	L1	ischemia	6hr	10116	Sprague-Dawley	spinal cord;vasculature	TG interacting factor	NM_001015020	RefSeq_NT	19663807	upregulated	gene expression	microarray	ENSG00000177426
spinal cord injury	L1	ischemia	1d	10116	Sprague-Dawley	spinal cord;vasculature	TG interacting factor	NM_001015020	RefSeq_NT	19663807	upregulated	gene expression	microarray	ENSG00000177426
spinal cord injury	L1	ischemia	1d	10116	Sprague-Dawley	spinal cord;vasculature	Hypoxanthine guanine phosphoribosyl transferase	NM_012583	RefSeq_NT	19663807	downregulated	gene expression	microarray	ENSG00000165704
spinal cord injury	T10	contusion	3d	10116	Long-Evans	spinal cord;parenchyma	Chemokine (C-X-C motif) ligand 13	Q5I0J6	UniProt	20525361	upregulated	gene expression	microarray	ENSG00000156234
spinal cord injury	T10	contusion	3d	10116	Long-Evans	spinal cord;parenchyma	Heat shock protein beta-1	P42930	UniProt	20525361	upregulated	gene expression	microarray	ENSG00000106211
spinal cord injury	T10	contusion	3d	10116	Long-Evans	spinal cord;parenchyma	G2/mitotic-specific cyclin-B1	P30277	UniProt	20525361	upregulated	gene expression	microarray	ENSG00000134057
spinal cord injury	T10	contusion	3d	10116	Long-Evans	spinal cord;parenchyma	Galectin-3	P08699	UniProt	20525361	upregulated	gene expression	microarray	ENSG00000131981
spinal cord injury	T10	contusion	3d	10116	Long-Evans	spinal cord;parenchyma	Protein-lysine 6-oxidase	P16636	UniProt	20525361	upregulated	gene expression	microarray	ENSG00000113083
spinal cord injury	T10	contusion	3d	10116	Long-Evans	spinal cord;parenchyma	Cyclic AMP-dependent transcription factor ATF-3	P29596	UniProt	20525361	upregulated	gene expression	microarray	ENSG00000162772
spinal cord injury	T10	contusion	3d	10116	Long-Evans	spinal cord;parenchyma	Hematopoietic cell signal transducer	Q6X9T8	UniProt	20525361	upregulated	gene expression	microarray	ENSG00000126264
spinal cord injury	T10	contusion	3d	10116	Long-Evans	spinal cord;parenchyma	Adhesion G protein-coupled receptor E2	Q5Y4N8	UniProt	20525361	upregulated	gene expression	microarray	ENSG00000174837
spinal cord injury	T10	contusion	3d	10116	Long-Evans	spinal cord;parenchyma	Serine/threonine-protein kinase PLK1	Q62673	UniProt	20525361	upregulated	gene expression	microarray	ENSG00000166851
spinal cord injury	T10	contusion	3d	10116	Long-Evans	spinal cord;parenchyma	Protein Fyb	D3ZIE4	UniProt	20525361	upregulated	gene expression	microarray	ENSG00000082074
spinal cord injury	T10	contusion	3d	10116	Long-Evans	spinal cord;parenchyma	Kinetochore protein Nuf2	Q6AYL9	UniProt	20525361	upregulated	gene expression	microarray	ENSG00000143228
spinal cord injury	T10	contusion	3d	10116	Long-Evans	spinal cord;parenchyma	Protein Diaph3	F1LVW7	UniProt	20525361	upregulated	gene expression	microarray	ENSG00000139734
spinal cord injury	T10	contusion	3d	10116	Long-Evans	spinal cord;parenchyma	C->U-editing enzyme APOBEC-1	P38483	UniProt	20525361	upregulated	gene expression	microarray	ENSG00000111701
spinal cord injury	T10	contusion	3d	10116	Long-Evans	spinal cord;parenchyma	Neutrophil gelatinase-associated lipocalin	P30152	UniProt	20525361	upregulated	gene expression	microarray	ENSG00000148346
spinal cord injury	T10	contusion	3d	10116	Long-Evans	spinal cord;parenchyma	"Cytochrome b-245, beta polypeptide, isoform CRA_a"	Q9ERL1	UniProt	20525361	upregulated	gene expression	microarray	ENSG00000165168
spinal cord injury	T10	contusion	3d	10116	Long-Evans	spinal cord;parenchyma	similar to cancer susceptibility candidate 5 isoform 1 	Q8K3X0	UniProt	20525361	upregulated	gene expression	microarray	ENSG00000108349
spinal cord injury	T10	contusion	3d	10116	Long-Evans	spinal cord;parenchyma	Protein Tlr7	A5H2Z9	UniProt	20525361	upregulated	gene expression	microarray	ENSG00000196664
spinal cord injury	T10	contusion	3d	10116	Long-Evans	spinal cord;parenchyma	Translocator protein	P16257	UniProt	20525361	upregulated	gene expression	microarray	ENSG00000100300
spinal cord injury	T10	contusion	3d	10116	Long-Evans	spinal cord;parenchyma	Complement C1q subcomponent subunit C	P31722	UniProt	20525361	upregulated	gene expression	microarray	ENSG00000159189
spinal cord injury	T10	contusion	3d	10116	Long-Evans	spinal cord;parenchyma	Phospholipase A1 member A	P97535	UniProt	20525361	upregulated	gene expression	microarray	ENSG00000144837
spinal cord injury	T10	contusion	3d	10116	Long-Evans	spinal cord;parenchyma	Protein S100-A11	Q6B345	UniProt	20525361	upregulated	gene expression	microarray	ENSG00000163191
spinal cord injury	T10	contusion	3d	10116	Long-Evans	spinal cord;parenchyma	ProteinGuanine nucleotide-binding protein subunit gamma	D3ZLD6	UniProt	20525361	upregulated	gene expression	microarray	ENSG00000167083
spinal cord injury	T10	contusion	3d	10116	Long-Evans	spinal cord;parenchyma	Transcription factor EC	Q63302	UniProt	20525361	upregulated	gene expression	microarray	ENSG00000105967
spinal cord injury	T10	contusion	3d	10116	Long-Evans	spinal cord;parenchyma	Filamin alpha	C0JPT7	UniProt	20525361	upregulated	gene expression	microarray	ENSG00000196924
spinal cord injury	T10	contusion	3d	10116	Long-Evans	spinal cord;parenchyma	"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 4, mitochondrial"	O54937	UniProt	20525361	upregulated	gene expression	microarray	ENSG00000004799
spinal cord injury	T10	contusion	3d	10116	Long-Evans	spinal cord;parenchyma	T-cell surface glycoprotein CD4	P05540	UniProt	20525361	upregulated	gene expression	microarray	ENSG00000010610
spinal cord injury	T10	contusion	3d	10116	Long-Evans	spinal cord;parenchyma	Proto-oncogene tyrosine-protein kinase receptor Ret	G3V9H8	UniProt	20525361	upregulated	gene expression	microarray	ENSG00000165731
spinal cord injury	T10	contusion	3d	10116	Long-Evans	spinal cord;parenchyma	Neuronal regeneration-related protein	Q80Z34	UniProt	20525361	downregulated	gene expression	microarray	ENSG00000134986
spinal cord injury	T10	contusion	3d	10116	Long-Evans	spinal cord;parenchyma	Sodium- and chloride-dependent GABA transporter 3	P31647	UniProt	20525361	downregulated	gene expression	microarray	ENSG00000132164
spinal cord injury	T10	contusion	3d	10116	Long-Evans	spinal cord;parenchyma	Protein ABHD1	Q5RK23	UniProt	20525361	downregulated	gene expression	microarray	ENSG00000143994
spinal cord injury	T10	contusion	3d	10116	Long-Evans	spinal cord;parenchyma	Protein Rlbp1	D3Z956	UniProt	20525361	downregulated	gene expression	microarray	ENSG00000140522
spinal cord injury	T10	contusion	3d	10116	Long-Evans	spinal cord;parenchyma	Membrane-bound carbonic anhydrase 14	A2IBE0	UniProt	20525361	downregulated	gene expression	microarray	ENSG00000118298
spinal cord injury	T10	contusion	3d	10116	Long-Evans	spinal cord;parenchyma	Thiosulfate sulfurtransferase	P24329	UniProt	20525361	downregulated	gene expression	microarray	ENSG00000128311
spinal cord injury	T10	contusion	3d	10116	Long-Evans	spinal cord;parenchyma	"Fatty acid-binding protein, heart"	P07483	UniProt	20525361	downregulated	gene expression	microarray	ENSG00000121769
spinal cord injury	T10	contusion	3d	10116	Long-Evans	spinal cord;parenchyma	ATP-sensitive inward rectifier potassium channel 10	P49655	UniProt	20525361	downregulated	gene expression	microarray	ENSG00000177807
spinal cord injury	T10	contusion	3d	10116	Long-Evans	spinal cord;parenchyma	Solute carrier family 22 member 5	O70594	UniProt	20525361	downregulated	gene expression	microarray	ENSG00000197375
spinal cord injury	T10	contusion	3d	10116	Long-Evans	spinal cord;parenchyma	"Citrate lyase subunit beta-like protein, mitochondrial"	Q5I0K3	UniProt	20525361	downregulated	gene expression	microarray	ENSG00000125246
spinal cord injury	T10	contusion	3d	10116	Long-Evans	spinal cord;parenchyma	Sodium-coupled neutral amino acid transporter 2	Q9JHE5	UniProt	20525361	downregulated	gene expression	microarray	ENSG00000134294
spinal cord injury	T10	contusion	3d	10116	Long-Evans	spinal cord;parenchyma	Asc-type amino acid transporter 1	P63116	UniProt	20525361	downregulated	gene expression	microarray	ENSG00000130876
spinal cord injury	T10	contusion	3d	10116	Long-Evans	spinal cord;parenchyma	Protein Dok6	F1M038	UniProt	20525361	downregulated	gene expression	microarray	ENSG00000206052
spinal cord injury	T10	contusion	3d	10116	Long-Evans	spinal cord;parenchyma	PEX5-related protein	Q925N3	UniProt	20525361	downregulated	gene expression	microarray	ENSG00000114757
spinal cord injury	T10	contusion	3d	10116	Long-Evans	spinal cord;parenchyma	"Sprouty-related, EVH1 domain-containing protein 2"	Q3C2P8	UniProt	20525361	downregulated	gene expression	microarray	ENSG00000198369
spinal cord injury	T10	contusion	3d	10116	Long-Evans	spinal cord;parenchyma	Protein lin-7 homolog B	Q9Z252	UniProt	20525361	downregulated	gene expression	microarray	ENSG00000104863
spinal cord injury	T10	contusion	3d	10116	Long-Evans	spinal cord;parenchyma	Protein Kank4	D4A6X3	UniProt	20525361	downregulated	gene expression	microarray	ENSG00000132854
spinal cord injury	T10	contusion	3d	10116	Long-Evans	spinal cord;parenchyma	Prosaposin receptor GPR37	Q9QYC6	UniProt	20525361	downregulated	gene expression	microarray	ENSG00000170775
spinal cord injury	T10	contusion	3d	10116	Long-Evans	spinal cord;parenchyma	N-acetylneuraminate lyase	Q66H59	UniProt	20525361	downregulated	gene expression	microarray	ENSG00000135838
spinal cord injury	T10	contusion	21d	10116	Lewis	spinal cord;parenchyma	BAG family molecular chaperone regulator 1	B0K019	UniProt	21748659	upregulated	gene expression	microarray	ENSG00000107262
spinal cord injury	T10	contusion	21d	10116	Lewis	spinal cord;parenchyma	Breast cancer type 2 susceptibility protein homolog	O35923	UniProt	21748659	upregulated	gene expression	microarray	ENSG00000139618
spinal cord injury	T10	contusion	21d	10116	Lewis	spinal cord;parenchyma	Cyclin-dependent kinase 1	P39951	UniProt	21748659	upregulated	gene expression	microarray	ENSG00000170312
spinal cord injury	T10	contusion	21d	10116	Lewis	spinal cord;parenchyma	Cellular tumor antigen p53	P10361	UniProt	21748659	upregulated	gene expression	microarray	ENSG00000141510
spinal cord injury	T10	contusion	21d	10116	Lewis	spinal cord;parenchyma	Cyclin-dependent kinase inhibitor 1A	Q64315	UniProt	21748659	upregulated	gene expression	microarray	ENSG00000124762
spinal cord injury	T10	contusion	21d	10116	Lewis	spinal cord;parenchyma	Tumor protein 63	Q9JJP6	UniProt	21748659	downregulated	gene expression	microarray	ENSG00000073282
spinal cord injury	T10	contusion	21d	10116	Lewis	spinal cord;parenchyma	DNA-(apurinic or apyrimidinic site) lyase	P43138	UniProt	21748659	upregulated	gene expression	microarray	ENSG00000100823
spinal cord injury	T10	contusion	21d	10116	Lewis	spinal cord;parenchyma	"Ataxia telangiectasia mutated homolog (Human) (Mapped), isoform CRA_a"	D4ACL8	UniProt	21748659	upregulated	gene expression	microarray	ENSG00000149311
spinal cord injury	T10	contusion	21d	10116	Lewis	spinal cord;parenchyma	Serine/threonine-protein kinase Chk1	Q91ZN7	UniProt	21748659	upregulated	gene expression	microarray	ENSG00000149554
spinal cord injury	T10	contusion	21d	10116	Lewis	spinal cord;parenchyma	Structural maintenance of chromosomes protein 3	P97690	UniProt	21748659	upregulated	gene expression	microarray	ENSG00000108055
spinal cord injury	T10	contusion	21d	10116	Lewis	spinal cord;parenchyma	Growth arrest and DNA damage-inducible protein GADD45 alpha	P48317	UniProt	21748659	upregulated	gene expression	microarray	ENSG00000116717
spinal cord injury	T10	contusion	21d	10116	Lewis	spinal cord;parenchyma	DNA repair protein XRCC1	Q9ESZ0	UniProt	21748659	upregulated	gene expression	microarray	ENSG00000073050
spinal cord injury	T10	contusion	21d	10116	Lewis	spinal cord;parenchyma	N-glycosylase/DNA lyase	O70249	UniProt	21748659	upregulated	gene expression	microarray	ENSG00000114026
spinal cord injury	T10	contusion	21d	10116	Lewis	spinal cord;parenchyma	Poly [ADP-ribose] polymerase 1	P27008	UniProt	21748659	upregulated	gene expression	microarray	ENSG00000143799
spinal cord injury	T10	contusion	21d	9606	human	spinal cord;parenchyma	Double-strand-break repair protein rad21 homolog	O60216	UniProt	21748659	downregulated	gene expression	microarray	ENSG00000164754
spinal cord injury	T10	contusion	21d	10116	Lewis	spinal cord;parenchyma	60S acidic ribosomal protein P1	P19944	UniProt	21748659	downregulated	gene expression	microarray	ENSG00000137818
spinal cord injury	T9	contusion	4hr	10116	Sprague-Dawley	spinal cord;parenchyma	Prostaglandin G/H synthase 2	P35355	UniProt	21975064	upregulated	gene expression	microarray	ENSG00000073756
spinal cord injury	T9	contusion	1d	10116	Sprague-Dawley	spinal cord;parenchyma	Prostaglandin G/H synthase 2	P35355	UniProt	21975064	upregulated	gene expression	microarray	ENSG00000073756
spinal cord injury	T9	contusion	3mo	10116	Sprague-Dawley	spinal cord;parenchyma	Prostaglandin G/H synthase 2	P35355	UniProt	21975064	upregulated	gene expression	microarray	ENSG00000073756
spinal cord injury	T9	contusion	6mo	10116	Sprague-Dawley	spinal cord;parenchyma	Prostaglandin G/H synthase 2	P35355	UniProt	21975064	upregulated	gene expression	microarray	ENSG00000073756
spinal cord injury	T9	contusion	1d	10116	Sprague-Dawley	spinal cord;parenchyma	Osteopontin	P08721	UniProt	21975064	upregulated	gene expression	microarray	ENSG00000118785
spinal cord injury	T9	contusion	3d	10116	Sprague-Dawley	spinal cord;parenchyma	Osteopontin	P08721	UniProt	21975064	upregulated	gene expression	microarray	ENSG00000118785
spinal cord injury	T9	contusion	7d	10116	Sprague-Dawley	spinal cord;parenchyma	Osteopontin	P08721	UniProt	21975064	upregulated	gene expression	microarray	ENSG00000118785
spinal cord injury	T9	contusion	6mo	10116	Sprague-Dawley	spinal cord;parenchyma	Osteopontin	P08721	UniProt	21975064	upregulated	gene expression	microarray	ENSG00000118785
spinal cord injury	T9	contusion	4hr	10116	Sprague-Dawley	spinal cord;parenchyma	Protein S100-A8	P50115	UniProt	21975064	upregulated	gene expression	microarray	ENSG00000143546
spinal cord injury	T9	contusion	1d	10116	Sprague-Dawley	spinal cord;parenchyma	Protein S100-A8	P50115	UniProt	21975064	upregulated	gene expression	microarray	ENSG00000143546
spinal cord injury	T9	contusion	3d	10116	Sprague-Dawley	spinal cord;parenchyma	Protein S100-A8	P50115	UniProt	21975064	upregulated	gene expression	microarray	ENSG00000143546
spinal cord injury	T9	contusion	1d	10116	Sprague-Dawley	spinal cord;parenchyma	Complement C1q subcomponent subunit B	P31721	UniProt	21975064	upregulated	gene expression	microarray	ENSG00000173369
spinal cord injury	T9	contusion	3d	10116	Sprague-Dawley	spinal cord;parenchyma	Complement C1q subcomponent subunit B	P31721	UniProt	21975064	upregulated	gene expression	microarray	ENSG00000173369
spinal cord injury	T9	contusion	7d	10116	Sprague-Dawley	spinal cord;parenchyma	Complement C1q subcomponent subunit B	P31721	UniProt	21975064	upregulated	gene expression	microarray	ENSG00000173369
spinal cord injury	T9	contusion	14d	10116	Sprague-Dawley	spinal cord;parenchyma	Complement C1q subcomponent subunit B	P31721	UniProt	21975064	upregulated	gene expression	microarray	ENSG00000173369
spinal cord injury	T9	contusion	28d	10116	Sprague-Dawley	spinal cord;parenchyma	Complement C1q subcomponent subunit B	P31721	UniProt	21975064	upregulated	gene expression	microarray	ENSG00000173369
spinal cord injury	T9	contusion	3mo	10116	Sprague-Dawley	spinal cord;parenchyma	Complement C1q subcomponent subunit B	P31721	UniProt	21975064	upregulated	gene expression	microarray	ENSG00000173369
spinal cord injury	T9	contusion	6mo	10116	Sprague-Dawley	spinal cord;parenchyma	Complement C1q subcomponent subunit B	P31721	UniProt	21975064	upregulated	gene expression	microarray	ENSG00000173369
spinal cord injury	T9	contusion	4hr	10116	Sprague-Dawley	spinal cord;parenchyma	Galectin-3	P08699	UniProt	21975064	upregulated	gene expression	microarray	ENSG00000131981
spinal cord injury	T9	contusion	1d	10116	Sprague-Dawley	spinal cord;parenchyma	Galectin-3	P08699	UniProt	21975064	upregulated	gene expression	microarray	ENSG00000131981
spinal cord injury	T9	contusion	3d	10116	Sprague-Dawley	spinal cord;parenchyma	Galectin-3	P08699	UniProt	21975064	upregulated	gene expression	microarray	ENSG00000131981
spinal cord injury	T9	contusion	7d	10116	Sprague-Dawley	spinal cord;parenchyma	Galectin-3	P08699	UniProt	21975064	upregulated	gene expression	microarray	ENSG00000131981
spinal cord injury	T9	contusion	14d	10116	Sprague-Dawley	spinal cord;parenchyma	Galectin-3	P08699	UniProt	21975064	upregulated	gene expression	microarray	ENSG00000131981
spinal cord injury	T9	contusion	28d	10116	Sprague-Dawley	spinal cord;parenchyma	Galectin-3	P08699	UniProt	21975064	upregulated	gene expression	microarray	ENSG00000131981
spinal cord injury	T9	contusion	3mo	10116	Sprague-Dawley	spinal cord;parenchyma	Galectin-3	P08699	UniProt	21975064	upregulated	gene expression	microarray	ENSG00000131981
